10_1024_16_500000__16_16_32_16_16_32_1_16_1_it2_28, 0.500000, 0.000000,414.37,12416,0,0,2112061440
10_1024_16_500000__16_16_32_16_16_32_1_16_4_it2_28, 0.500000, 0.000000,228.09,12416,0,0,2112061440
10_1024_16_500000__16_16_32_16_16_32_4_16_1_it2_28, 0.500000, 0.000000,256.78,12416,0,0,2112061440
10_1024_16_500000__16_16_32_16_16_32_4_16_4_it2_28, 0.500000, 0.000000,236.70,12416,0,0,2112061440
10_1024_16_500000__16_16_128_16_16_32_1_16_1_it2_28, 0.500000, 0.000000,230.00,20600,17416,0,2112061440
10_1024_16_500000__16_16_128_16_16_32_1_16_4_it2_28, 0.500000, 0.000000,298.21,20600,17416,0,2112061440
10_1024_16_500000__16_16_128_16_16_32_4_16_1_it2_28, 0.500000, 0.000000,270.16,20600,17416,0,2112061440
10_1024_16_500000__16_16_128_16_16_32_4_16_4_it2_28, 0.500000, 0.000000,242.95,20600,17416,0,2112061440
10_1024_16_500000__16_16_128_16_16_64_1_16_1_it2_28, 0.500000, 0.000000,369.86,22776,17416,0,2112061440
10_1024_16_500000__16_16_128_16_16_64_1_16_4_it2_28, 0.500000, 0.000000,210.45,22776,17416,0,2112061440
10_1024_16_500000__16_16_128_16_16_64_4_16_1_it2_28, 0.500000, 0.000000,265.61,22776,17416,0,2112061440
10_1024_16_500000__16_16_128_16_16_64_4_16_4_it2_28, 0.500000, 0.000000,256.22,22776,17416,0,2112061440
10_1024_16_500000__16_16_512_16_16_32_1_16_1_it2_28, 0.500000, 0.000000,235.43,12416,129032,0,2112028672
10_1024_16_500000__16_16_512_16_16_32_1_16_4_it2_28, 0.500000, 0.000000,220.68,12416,129032,0,2112028672
10_1024_16_500000__16_16_512_16_16_32_4_16_1_it2_28, 0.500000, 0.000000,251.67,12416,129032,0,2112028672
10_1024_16_500000__16_16_512_16_16_32_4_16_4_it2_28, 0.500000, 0.000000,243.76,12416,129032,0,2112028672
10_1024_16_500000__16_16_512_16_16_64_1_16_1_it2_28, 0.500000, 0.000000,236.32,22784,124936,0,2112028672
10_1024_16_500000__16_16_512_16_16_64_1_16_4_it2_28, 0.500000, 0.000000,225.50,22784,124936,0,2112028672
10_1024_16_500000__16_16_512_16_16_64_4_16_1_it2_28, 0.500000, 0.000000,264.57,22784,124936,0,2112028672
10_1024_16_500000__16_16_512_16_16_64_4_16_4_it2_28, 0.500000, 0.000000,257.48,22784,124936,0,2112028672
